siteid,sitename,Gage_Statu,operator,datasource,sitestatus,stage_yn,stage_por,stage_stat,stage_real,flow_yn,flow_por,flow_statu,flow_realt,watqual_yn,watqual_po,watqual_st,watqual_re,temp_yn,temp_por,temp_statu,temp_realt,strmorder,ucdstrmcla,streamtype,totdasqkm,totdasqmi,weblink,gnisid_med,rchcd_medr,comid_medr,wtrshdnm_h,huc8,wtrshdnm_1,huc10,wtrshdnm_2,huc12,GageGap_St,Reactivate,Gage_Histo,AddFlow_2s,AddFlow_2W,AddTelemet,AddTemp_2F,Infrastruc,waterbody,Tier,Primary_Be,SB19_Actio,CNRFC,reference_,refpotenti,ecosysmgmt,wtrsupply,wtrquality,pubsafety,geometry,siteid_str
11321000,MOKELUMNE R A LANCHA PLANA CA,Underwater,USGS,NWIS,Inactive,N,0,,N,Y,13521,Inactive,N,Y,41,Inactive,N,N,0,,N,5,Low-volume snowmelt and rain (LSR),Artificial Path,1506.267,581.57270123,https://waterdata.usgs.gov/nwis/inventory/?site_no=11321000&agency_cd=USGS,228902,18040012025302,3955377,Upper Mokelumne,18040012,Upper Mokelumne River,1804001208,Camanche Reservoir-Mokelumne River,180400120803,exclude,N,1,N,N,N,N,,Camanche Reservoir,0,NA,None,,,,,B,,B,POINT (-77977.50789999962 23486.02209999971),11321000
11321500,CAMANCHE C NR CAMANCHE CA,Underwater,USGS,NWIS,Inactive,N,0,,N,Y,729,Inactive,N,N,0,,N,N,0,,N,4,Rain and seasonal groundwater (RGW),Artificial Path,41.6844,16.09443021,https://waterdata.usgs.gov/nwis/inventory/?site_no=11321500&agency_cd=USGS,220422,18040012025320,3955451,Upper Mokelumne,18040012,Upper Mokelumne River,1804001208,Camanche Reservoir-Mokelumne River,180400120803,exclude,N,3,N,N,N,N,,Camanche Reservoir,0,NA,None,,,,,B,,B,POINT (-84704.71200000122 22679.938799999654),11321500
11322000,RABBIT C NR CAMANCHE CA,Underwater,USGS,NWIS,Inactive,N,0,,N,Y,912,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Artificial Path,19.0827,7.36786864,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11322000,231152,18040012025280,3955329,Upper Mokelumne,18040012,Upper Mokelumne River,1804001208,Camanche Reservoir-Mokelumne River,180400120803,exclude,N,3,N,N,N,N,,Camanche Reservoir,0,NA,None,,,,,B,,B,POINT (-85862.86030000076 24216.91379999928),11322000
11326300,DRY C AB SUTTER C NR ION,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,3865,Inactive,N,N,0,,N,N,0,,N,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,183.6621,70.91230413,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11326300,222621,18040012000315,17056468,Upper Mokelumne,18040012,Upper Dry Creek,1804001206,Mule Creek-Dry Creek,180400120604,exclude,Y,2,N,N,N,N,,,2,water supply,Reactivate,,,,,B,,,POINT (-79107.87799999863 44690.31049999967),11326300
11326500,SUTTER C NR VOLCANO CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1277,Inactive,N,N,0,,N,N,0,,N,0,,StreamRiver,1.1169,0.0,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11326500,,18040012000454,17055950,Upper Mokelumne,18040012,Sutter Creek,1804001205,Upper Sutter Creek,180400120501,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-55719.45199999958 49183.98670000024),11326500
11327000,SUTTER C NR SUTTER CREEK CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,9495,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,124.5087,48.07305809,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11327000,267994,18040012000292,17056674,Upper Mokelumne,18040012,Sutter Creek,1804001205,Lower Sutter Creek,180400120502,exclude,Y,1,N,N,N,N,,,3,water supply,Reactivate,,,,,B,,,POINT (-68175.49060000107 42414.15249999985),11327000
11327500,SUTTER C AT SUTTER CREEK CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,5054,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,124.5087,48.07305809,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11327500,267994,18040012000292,17056674,Upper Mokelumne,18040012,Sutter Creek,1804001205,Lower Sutter Creek,180400120502,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-68155.65549999848 42525.125800000504),11327500
11328000,DRY C NR IONE CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2739,Inactive,N,N,0,,N,N,0,,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,2196.5274,848.08362219,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11328000,222621,18040012024756,3952049,Upper Mokelumne,18040012,Lower Dry Creek,1804001209,Loch Lane-Dry Creek,180400120902,exclude,Y,3,N,N,N,N,,,1,water supply,Reactivate,,,,,B,,,POINT (-92986.92119999975 31958.41569999978),11328000
11329000,GOOSE C NR ELLIOTT CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2191,Inactive,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,22.1877,8.56671535,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11329000,224321,18040012024953,3952217,Upper Mokelumne,18040012,Lower Dry Creek,1804001209,Coyote Creek,180400120901,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-98067.07189999893 27149.06299999915),11329000
11329500,DRY C NR GALT CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,18951,Inactive,N,N,0,,N,N,0,,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,2332.9719,900.76511653,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11329500,222621,18040012024745,3953331,Upper Mokelumne,18040012,Lower Dry Creek,1804001209,Liberty Cemetary-Dry Creek,180400120903,exclude,Y,1,N,N,N,N,,,2,water supply,Reactivate,,,,,B,,,POINT (-107322.67749999836 26470.474600000307),11329500
11330000,NF COSUMNES R A COSUMNES MINE CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1825,Inactive,N,Y,1,Inactive,N,Y,1,Inactive,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,100.233,38.70016177,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11330000,267071,18040013000149,20194984,Upper Cosumnes,18040013,North Fork Cosumnes River,1804001302,Upper North Fork Cosumnes River,180400130202,exclude,Y,3,N,N,N,N,,,1,water quality,Reactivate,,,,,,B,,POINT (-46418.36499999836 72772.70350000076),11330000
11331000,CAMP C NR SLY PARK CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,366,Inactive,N,N,0,,N,N,0,,N,2,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,22.6368,8.74011375,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11331000,257867,18040013000184,20194900,Upper Cosumnes,18040013,Camp Creek,1804001301,Camp Creek,180400130102,exclude,Y,3,N,N,N,N,,,1,water quality,None,,,,,,B,,POINT (-31013.985300000757 74253.00430000015),11331000
11331500,CAMP C NR CAMINO CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2921,Inactive,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,83.8242,32.36469127,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11331500,257867,18040013000173,20194888,Upper Cosumnes,18040013,Camp Creek,1804001301,Camp Creek,180400130102,exclude,Y,3,N,N,N,N,,,1,water quality,None,,,,,,B,,POINT (-47321.16589999944 75329.31860000081),11331500
11332500,SLY PARK C NR POLLOCK PINES CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,3286,Inactive,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,47.628,18.38926606,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11332500,1654945,18040013000189,20194854,Upper Cosumnes,18040013,Camp Creek,1804001301,Sly Park Creek,180400130101,exclude,Y,3,N,N,N,N,,,1,flood,Reactivate,,,,,,B,B,POINT (-49617.61160000041 77631.6509000007),11332500
11333000,CAMP C NR SOMERSET CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,18262,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,162.7317,62.83103483,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11333000,257867,18040013000169,20196266,Upper Cosumnes,18040013,Camp Creek,1804001301,Camp Creek,180400130102,exclude,Y,1,N,N,N,N,,,1,water quality,Reactivate,,,,,,B,,POINT (-57766.55939999968 71393.49960000068),11333000
11334300,SF COSUMNES R NR RIVER PINES CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,8400,Inactive,N,N,0,,N,N,0,,N,4,Rain and seasonal groundwater (RGW),Stream/River - Perennial,169.3863,65.4003892,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11334300,267443,18040013000029,20196320,Upper Cosumnes,18040013,South Fork Cosumnes River,1804001303,Slate Creek-South Fork Cosumnes River,180400130302,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-69113.1389000006 60441.09390000068),11334300
11334500,COSUMNES R NR PLYMOUTH CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,3287,Inactive,N,Y,19,Inactive,N,Y,18,Inactive,N,6,Rain and seasonal groundwater (RGW),Stream/River - Perennial,1134.3528,437.97588479,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11334500,254780,18040013000024,20195858,Upper Cosumnes,18040013,Upper Cosumnes River,1804001306,Indian Creek-Cosumnes River,180400130604,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-75134.92689999938 58480.43180000037),11334500
11335700,DEER C NR SLOUGHHOUSE CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,5842,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,119.7216,46.2247492,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11335700,222177,18040013000676,20192438,Upper Cosumnes,18040013,Deer Creek,1804001305,Upper Deer Creek,180400130502,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-96644.93409999833 60026.79890000075),11335700
11336500,HADSELVILLE C A CLAY CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,365,Inactive,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,46.3113,17.88088555,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11336500,233973,18040013009169,3951815,Upper Cosumnes,18040013,Laguna,1804001307,Hadselville Creek,180400130703,exclude,Y,3,N,N,N,N,,,2,water supply,None,,,,,B,,,POINT (-101452.95650000125 36419.123999999836),11336500
11337000,CONTRA COSTA CN NR OAKLEY CA,Infrastructure_Eliminate,USGS,NWIS,Inactive,N,0,,N,Y,17409,Inactive,N,N,0,,N,N,0,,N,0,,Canal/Ditch,0.0,0.0,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11337000,,18040003002974,1896864,San Joaquin Delta,18040003,Kellogg Creek-Big Break,1804000308,Dutch Slough-Big Break,180400030803,exclude,N,4,N,N,N,N,Y,,0,,None,,,,,B,B,,POINT (-149298.6325000003 -1027.8844000007957),11337000
11337500,MARSH C NR BYRON CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,11139,Inactive,N,Y,3,Inactive,N,Y,3,Inactive,N,3,Perennial groundwater and rain (PGR),Stream/River - Intermittent,113.0058,43.63176539,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11337500,228132,18040003000014,1893770,San Joaquin Delta,18040003,Marsh Creek,1804000307,Upper Marsh Creek,180400030701,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-151714.01600000076 -14593.908700000495),11337500
11341400,SACRAMENTO R NR MT SHASTA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,10226,Inactive,N,Y,26,Inactive,N,Y,7274,Inactive,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,333.1188,128.61783492,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11341400,1654949,18020005000048,7964867,Sacramento Headwaters,18020005,Castle Creek-Sacramento River,1802000502,Big Canyon Creek-Sacramento River,180200050201,exclude,Y,1,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-193957.32840000093 363435.87179999985),11341400
11341500,SACRAMENTO R A CASTELLA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,4016,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,651.0942,251.38877281,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11341500,1654949,18020005000027,7965005,Sacramento Headwaters,18020005,Slate Creek-Sacramento River,1802000503,Mears Creek-Sacramento River,180200050302,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-194578.9048999995 349264.6634999998),11341500
11342500,SACRAMENTO R A ANTLER CA,Underwater,USGS,NWIS,Inactive,N,0,,N,Y,8399,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Artificial Path,1174.1013,453.32286013,https://waterdata.usgs.gov/nwis/inventory/?site_no=11342500&agency_cd=USGS,1654949,18020005001710,7966139,Sacramento Headwaters,18020005,Sacramento River Arm-Shasta Lake,1802000504,Charlie Creek-Sacramento River,180200050402,exclude,N,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-200724.2525999993 320922.6813999992),11342500
11343000,PARKER C NR ALTURAS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,365,Inactive,N,N,0,,N,N,0,,N,4,High elevation low precipitation (HLP),Stream/River - Perennial,209.7288,80.97670914,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11343000,230353,18020002000256,7923989,Upper Pit,18020002,Parker Creek,1802000205,Lower Parker Creek,180200020503,exclude,Y,3,N,N,N,N,,,1,reference,None,,,Y,,,,,POINT (-39539.208099998534 389231.31909999996),11343000
11343500,NF PIT R NR ALTURAS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,4746,Inactive,N,N,0,,N,N,0,,N,5,High elevation low precipitation (HLP),Stream/River - Perennial,558.1863,215.5168468,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11343500,264197,18020002000255,948020259,Upper Pit,18020002,North Fork Pit River,1802000206,Town of Surprise Station-North Fork Pit River,180200020604,exclude,Y,2,N,N,N,N,,,2,reference,None,,,Y,,,,,POINT (-41008.06320000067 387108.97250000015),11343500
11344000,NF PIT R A ALTURAS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,6025,Inactive,N,N,0,,N,N,0,,N,5,High elevation low precipitation (HLP),Stream/River - Perennial,689.5404,266.23292752,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11344000,264197,18020002000248,7927411,Upper Pit,18020002,North Fork Pit River,1802000206,Town of Surprise Station-North Fork Pit River,180200020604,exclude,Y,1,N,N,N,N,,,2,reference,Reactivate,,,Y,,,,,POINT (-45124.82800000161 385051.55450000055),11344000
11344500,SF PIT R A JESS VALLEY CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,912,Inactive,N,N,0,,N,N,0,,N,4,High elevation low precipitation (HLP),Stream/River - Perennial,261.1053,100.81327854,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11344500,263612,18020002003614,7929505,Upper Pit,18020002,Jess Valley-South Fork Pit River,1802000201,Coyote Creek-South Fork Pit River,180200020103,exclude,Y,3,N,N,N,N,,,1,reference,Reactivate,,,Y,,,,,POINT (-28670.974199999124 357384.9749999996),11344500
11346000,CROOKS CANYON C NR LIKELY CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,943,Inactive,N,Y,1,Inactive,N,Y,1,Inactive,N,4,High elevation low precipitation (HLP),Stream/River - Intermittent,86.4198,33.36685762,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11346000,,18020002001635,7929249,Upper Pit,18020002,Dry Creek-South Fork Pit River,1802000203,Crooks Canyon,180200020304,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-48285.95100000128 362149.5342999995),11346000
11346500,FITZHUGH C NR ALTURAS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,729,Inactive,N,N,0,,N,N,0,,N,3,High elevation low precipitation (HLP),Stream/River - Perennial,95.8941,37.0249038,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11346500,260171,18020002000216,948020887,Upper Pit,18020002,Pine Creek-South Fork Pit River,1802000204,Fitzhugh Creek,180200020403,exclude,Y,3,N,N,N,N,,,1,reference,Reactivate,,,Y,,,,,POINT (-42189.81549999863 371592.35979999974),11346500
11347500,PINE C NR ALTURAS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,4747,Inactive,N,N,0,,N,N,0,,N,2,High elevation low precipitation (HLP),Stream/River - Perennial,61.7859,23.85565956,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11347500,264748,18020002000232,7927911,Upper Pit,18020002,Pine Creek-South Fork Pit River,1802000204,Pine Creek,180200020405,exclude,Y,2,N,N,N,N,,,2,reference,Reactivate,,,Y,,,,,POINT (-36920.82840000093 379508.2974999994),11347500
11348000,PIT R A ALTURAS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1033,Inactive,N,N,0,,N,N,0,,N,6,High elevation low precipitation (HLP),Stream/River - Perennial,2205.7902,851.6600078,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11348000,1654947,18020002000137,7927451,Upper Pit,18020002,Warm Springs Valley-Pit River,1802000209,Noble Creek-Pit River,180200020901,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-46831.03220000118 383914.34940000065),11348000
11348200,PIT R NR ALTURAS CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,2190,Inactive,N,N,0,,N,N,0,,N,6,High elevation low precipitation (HLP),Stream/River - Perennial,2789.7975,1077.14639435,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11348200,1654947,18020002000126,7927371,Upper Pit,18020002,Warm Springs Valley-Pit River,1802000209,Noble Creek-Pit River,180200020901,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-52802.4021999985 385256.7609000001),11348200
11349000,PIT R NR LOOKOUT CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,6479,Inactive,N,N,0,,N,N,0,,N,6,High elevation low precipitation (HLP),Stream/River - Perennial,4075.893,1573.71043909,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11349000,1654947,18020002000033,7926453,Upper Pit,18020002,Blacks Canyon-Pit River,1802000212,Lower Roberts Reservoir-Pit River,180200021206,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,B,,,POINT (-94455.08749999851 368047.6041000001),11349000
11349500,ASH C A ASH VALLEY CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1094,Inactive,N,N,0,,N,N,0,,N,4,High elevation low precipitation (HLP),Stream/River - Perennial,334.1898,129.03135016,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11349500,,18020002001177,7930407,Upper Pit,18020002,Cottonwood Creek-Ash Creek,1802000214,Ambrose Canyon-Ash Creek,180200021405,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-63883.37240000069 346274.37680000067),11349500
11350500,ASH C A ADIN CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,11262,Inactive,N,N,0,,N,N,0,,N,4,High elevation low precipitation (HLP),Stream/River - Perennial,662.3145,255.72095308,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11350500,,18020002000986,7932213,Upper Pit,18020002,Rush Creek-Ash Creek,1802000215,Barber Canyon-Ash Creek,180200021504,exclude,Y,1,N,N,N,N,,,3,multi-benefit,Reactivate,,,,B,B,,,POINT (-79235.87330000103 353793.6107999999),11350500
11351000,WILLOW C NR ADIN CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,547,Inactive,N,N,0,,N,N,0,,N,3,High elevation low precipitation (HLP),Stream/River - Perennial,165.7341,63.99026748,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11351000,269154,18020002001008,7930571,Upper Pit,18020002,Willow Creek,1802000216,Lower Willow Creek,180200021602,exclude,Y,3,N,N,N,N,,,2,water supply,Reactivate,,,,,B,,,POINT (-78151.97459999844 343894.4045000002),11351000
11351500,WIDOW VALLEY C NR LOOKOU,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,547,Inactive,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,72.9432,28.16351541,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11351500,257671,18020002000806,7925611,Upper Pit,18020002,Widow Valley Creek-Pit River,1802000219,Widow Valley Creek,180200021901,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-101594.67770000175 352500.3004999999),11351500
11351950,PIT R BL DIV TO MUCK VALLEY PP NR BIEBER CA,Infrastructure_Eliminate,USGS,NWIS,Inactive,N,0,,N,Y,7306,Inactive,N,N,0,,N,N,0,,N,6,High elevation low precipitation (HLP),Stream/River - Perennial,6659.46,2571.23082492,https://waterdata.usgs.gov/nwis/inventory/?site_no=11351950&agency_cd=USGS,1654947,18020002003209,7926519,Upper Pit,18020002,Widow Valley Creek-Pit River,1802000219,Muck Valley-Pit River,180200021903,exclude,N,4,N,N,N,N,Y,,0,,None,,,,,,,,POINT (-97238.62330000103 333844.63969999924),11351950
11352000,PIT R NR BIEBER CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,13145,Inactive,N,Y,36,Inactive,N,N,0,,N,6,High elevation low precipitation (HLP),Stream/River - Perennial,6659.46,2571.23082492,https://waterdata.usgs.gov/nwis/inventory/?site_no=11352000&agency_cd=USGS,1654947,18020002003209,7926519,Upper Pit,18020002,Widow Valley Creek-Pit River,1802000219,Muck Valley-Pit River,180200021903,exclude,Y,1,N,N,N,N,,,0,,None,,,,,,,,POINT (-97238.62330000103 333844.63969999924),11352000
11352500,HORSE C AT LITTLE VALLEY NR PITTVILLE CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,3833,Inactive,N,N,0,,N,N,0,,N,3,High elevation low precipitation (HLP),Stream/River - Perennial,610.4241,235.68596586,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11352500,266823,18020003000080,7952018,Lower Pit,18020003,Horse Creek,1802000301,Little Valley-Horse Creek,180200030107,exclude,Y,2,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-99059.25079999864 320911.31269999966),11352500
11352900,BEAVER R NR HAT C CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1275,Inactive,N,N,0,,N,N,0,,N,2,High elevation low precipitation (HLP),Stream/River - Perennial,63.6633,24.58052746,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11352900,256764,18020003000071,7952740,Lower Pit,18020003,Beaver Creek,1802000302,Upper Beaver Creek,180200030201,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-105490.2862999998 313266.0186999999),11352900
11353500,BEAR C NR DANA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1826,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,936.954,361.75981331,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11353500,,18020003000123,948021268,Lower Pit,18020003,Bear Creek,1802000304,Lower Bear Creek,180200030405,exclude,Y,3,N,N,N,N,,,0,,None,,,,,,,,POINT (-131847.86820000038 350003.55030000024),11353500
11353600,DRY C NR DANA CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,1460,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Perennial,25.2522,9.74992492,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11353600,,18020003001105,7947918,Lower Pit,18020003,Fall River,1802000305,Dickson Flat,180200030506,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (-137936.56259999983 348152.29619999975),11353600
11354200,PIT NO 1 PH NR FALL RIVER MILLS CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,12053,Active,N,N,0,,N,N,0,,N,0,High elevation low precipitation (HLP),Pipeline,9364.3812,0.0,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11354200,,18020003001104,7952678,Lower Pit,18020003,Town of Pittville-Pit River,1802000308,Chalk Reservoir-Pit River,180200030805,AWG,N,0,N,N,Y,N,Y,,0,NA,None,,,,,,,,POINT (-126115.52340000123 331462.4252000004),11354200
11354300,FALL R A DIV DAM NR FALL RIVER MILLS CA,Not_a_Gage,USGS,NWIS,Inactive,N,0,,N,Y,31,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Artificial Path,1464.7329,565.53630216,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11354300,260032,18020003000109,7949038,Lower Pit,18020003,Fall River,1802000305,Fall River,180200030507,exclude,N,0,N,N,N,N,,,0,,None,,,,,,,,POINT (-123298.10300000012 334010.4423999991),11354300
